"id_serie";"Run Fondo";"caract";"fecha_inicio";"fecha_termino";"valor_cuota_inicio";"continuadora"
UNICA;"9022";;2013-09-03;2018-05-16;1000.0000;
A;"9022";;2018-05-17;;NaN;UNICA
BCH;"9022";;2023-05-16;;1250.0000;
IE;"9022";;;;1250.0000;
P;"9022";;2018-05-17;;1000.0000;
UNICA;"8026";;1985-03-11;2005-02-09;1000.0000;
APV;"8026";APV;2005-02-10;2011-11-28;1000.0000;
A;"8026";;2005-02-10;;1000.0000;UNICA
B;"8026";APV;2011-11-29;;1000.0000;APV
BCH;"8026";;2018-09-12;;1000.0000;
BPLUS;"8026";APV;2019-10-21;;2000.0000;
IT;"8026";;2016-08-18;;1000.0000;
P;"8026";;2018-09-26;;1000.0000;
P1;"8026";;2023-06-28;;1000.0000;
A;"9561";;2018-01-04;2020-02-19;1000.0000;
D;"9561";;2020-02-11;2020-02-19;1000.0000;
E;"9561";;2018-01-04;2020-02-19;1000.0000;
B;"9561";APV;2019-11-22;;2000.0000;
BCH;"9561";;2018-01-04;;1000.0000;
BPLUS;"9561";APV;2020-07-20;;2000.0000;
L;"9561";;2020-02-20;;1002.8376;D
M;"9561";;2020-02-20;;1001.9575;A Y E
APVDIGITAL;"10059";APV;2021-07-14;;1000.0000;
BCH;"10059";;2021-07-14;;1000.0000;
DIGITAL;"10059";;2021-07-14;;1000.0000;
UNICA;"8248";;2002-10-09;2018-08-02;1000.0000;
A;"8248";;2018-08-03;;1229.1356;UNICA
BCH;"8248";;2020-09-08;;1000.0000;
BPLUS;"8248";APV;2020-02-20;;1260.0000;
IE;"8248";;;;1250.0000;
IT;"8248";;2022-08-23;;1250.0000;
P;"8248";;2023-10-26;;1300.0000;
A;"10269";;2022-05-17;;1000.0000;
BCH;"10269";;;;1000.0000;
A;"10353";;2022-10-17;;1000.0000;
B;"10353";APV;2022-10-18;;2000.0000;
BCH;"10353";;2022-10-18;;1000.0000;
BPLUS;"10353";APV;;;2000.0000;
A;"10359";;2022-10-21;2023-11-06;1000.0000;
B;"10359";APV;2022-10-24;2023-11-06;2000.0000;
BCH;"10359";;2022-10-21;2023-11-06;1000.0000;
BPLUS;"10359";APV;2022-10-25;2023-11-06;2000.0000;
A;"10432";;2023-03-08;;1000.0000;
B;"10432";APV;2023-03-10;;2000.0000;
BCH;"10432";;2023-03-09;;1000.0000;
BPLUS;"10432";APV;2023-03-14;;2000.0000;
A;"10446";;2023-04-04;;1000.0000;
B;"10446";APV;2023-04-05;;2000.0000;
BCH;"10446";;2023-04-03;;1000.0000;
BPLUS;"10446";APV;2023-04-10;;2000.0000;
A;"10377";;2022-11-09;;1000.0000;
B;"10377";APV;2022-11-09;;1000.0000;
BCH;"10377";;2022-11-10;;1000.0000;
BPLUS;"10377";APV;2022-11-10;;1000.0000;
UNICA;"8152";;2000-06-12;2007-06-30;1000.0000;
S;"8152";;2011-12-03;2014-11-18;1000.0000;
A;"8152";;2007-07-01;2020-02-05;1417.1817;UNICA
D;"8152";;2010-01-12;2020-02-05;1000.0000;
E;"8152";;2014-11-19;2020-02-05;1000.0000;
B;"8152";APV;2007-07-01;;1417.1817;UNICA
BCH;"8152";;2017-09-21;;1000.0000;
BPLUS;"8152";APV;;;2000.0000;
IT;"8152";;;;5000.0000;
L;"8152";;2020-02-06;;1480.7820;D
M;"8152";;2020-02-06;;2523.3924;A
V;"8152";;2015-12-29;;1000.0000;
UNICA;"8957";;2012-09-11;2020-02-18;100.0000;
A;"8957";;2020-02-19;;108.9551;UNICA
BCH;"8957";;2020-05-29;;100.0000;
A;"8934";;2012-06-06;2020-02-05;1000.0000;
D;"8934";;2012-06-06;2020-02-05;1000.0000;
E;"8934";;2014-11-19;2020-02-05;1000.0000;
ADC;"8934";;2022-12-28;;1000.0000;
B;"8934";APV;2012-06-06;;1000.0000;
BCH;"8934";;2017-10-02;;1000.0000;
BPLUS;"8934";APV;2019-12-11;;2000.0000;
L;"8934";;2020-02-06;;1351.1337;D
M;"8934";;2020-02-06;;1375.7028;A
UNICA;"8052";;1992-10-14;2007-06-30;0.0000;
E;"8052";;2015-03-18;2020-02-18;1000.0000;
A;"8052";;2007-07-01;;29818.7242;UNICA
B;"8052";APV;2007-07-01;;29818.7242;UNICA
BCH;"8052";;;;1000.0000;
BPLUS;"8052";APV;2020-04-17;;2000.0000;
UNICA;"8054";;1992-10-14;2004-08-16;1000.0000;
S;"8054";;2011-12-06;2014-12-26;1000.0000;
A;"8054";;2004-08-17;2020-02-11;1000.0000;UNICA
C;"8054";;2005-03-08;2020-02-11;3000.0000;
E;"8054";;2013-09-16;2020-02-11;1000.0000;
B;"8054";APV;2004-08-17;;2000.0000;
BCH;"8054";;2017-09-28;;1000.0000;
BPLUS;"8054";APV;2018-06-11;;2000.0000;
L;"8054";;2020-02-12;;1907.4203;A
M;"8054";;2020-02-12;;7279.9166;C
UNICA;"8299";;2004-05-17;2011-12-18;100.0000;
A;"8299";;2011-12-19;2020-02-06;192.7218;UNICA
C;"8299";;2011-12-19;2020-02-06;200.0000;
BCH;"8299";;2021-08-02;;100.0000;
L;"8299";;2020-02-07;;182.6564;A
M;"8299";;2020-02-07;;190.9167;C
S;"9042";;2013-12-20;2014-10-23;1000.0000;
A;"9042";;2013-12-20;2020-02-20;1000.0000;
C;"9042";;2013-12-20;2020-02-20;1000.0000;
B;"9042";APV;2013-12-20;2023-11-01;2000.0000;
BCH;"9042";;;2023-11-01;1000.0000;
BPLUS;"9042";;;2023-11-01;2000.0000;
L;"9042";;2020-02-21;2023-11-01;1935.7718;A
M;"9042";;2020-02-21;2023-11-01;1539.0734;C
S;"9041";;2013-12-20;2014-10-23;1000.0000;
A;"9041";;2013-12-20;2020-02-20;27579.6452;A
C;"9041";;2013-12-20;2020-02-20;1000.0000;
B;"9041";APV;2013-12-20;2023-11-21;27579.6452;B
BCH;"9041";;;2023-11-21;1000.0000;
BPLUS;"9041";APV;;2023-11-21;2000.0000;
L;"9041";;2020-02-21;2023-11-21;40098.9709;A
M;"9041";;2020-02-21;2023-11-21;1349.3282;C
UNICA;"8525";;2007-10-06;2007-10-07;1000.0000;
F;"8525";;2007-10-08;2008-07-30;1000.0000;
APV;"8525";APV;2007-10-08;2011-12-14;1000.0000;
I;"8525";;2007-10-08;2011-12-14;1000.0000;
S;"8525";;2011-12-15;2014-10-23;1000.0000;
A;"8525";;2007-10-08;2020-02-20;7311.6415;UNICA
C;"8525";;2011-12-15;2020-02-20;1000.0000;I
B;"8525";APV;2011-12-15;2023-11-15;1000.0000;APV
BCH;"8525";;;2023-11-15;1000.0000;
BPLUS;"8525";APV;2019-05-06;2023-11-15;2000.0000;
L;"8525";;2020-02-21;2023-11-15;11009.7170;A
M;"8525";;2020-02-21;2023-11-15;1920.4511;C
UNICA;"8125";;1998-09-28;2007-06-30;1033.0000;
S;"8125";;2011-11-29;2014-11-19;1000.0000;
A;"8125";;2007-07-01;2020-02-19;1781.9272;UNICA
D;"8125";;2009-12-04;2020-02-19;1000.0000;
E;"8125";;2014-11-20;2020-02-19;1000.0000;
B;"8125";APV;2007-07-01;;1781.9272;UNICA
BCH;"8125";;2019-12-13;;1000.0000;
BPLUS;"8125";APV;2018-06-12;;2000.0000;
L;"8125";;2020-02-20;;1555.2619;D
M;"8125";;2020-02-20;;3355.1918;A
A;"10319";;2022-08-22;;1.0000;
BCH;"10319";;;;1.0000;
UNICA;"8129";;1999-02-01;2004-08-17;1000.0000;
S;"8129";;2011-12-06;2015-01-08;1000.0000;
A;"8129";;2004-08-18;2020-02-11;1000.0000;UNICA
C;"8129";;2006-05-16;2020-02-11;3000.0000;
E;"8129";;2013-09-16;2020-02-11;1000.0000;
B;"8129";APV;2004-08-18;;2000.0000;
BCH;"8129";;2017-09-28;;1000.0000;
BPLUS;"8129";APV;2018-03-02;;2000.0000;
L;"8129";;2020-02-12;;995.4198;A
M;"8129";;2020-02-12;;3891.8651;C
UNICA;"8088";;1996-05-13;2003-03-12;10783.0000;
S;"8088";;2011-12-19;2015-01-08;1000.0000;
A;"8088";;2003-03-13;2020-02-25;8495.8461;UNICA
C;"8088";;2005-03-22;2020-02-25;3000.0000;
E;"8088";;2013-09-16;2020-02-25;1000.0000;
B;"8088";APV;2003-03-13;;9000.0000;
BCH;"8088";;;;1000.0000;
BPLUS;"8088";APV;2022-08-31;;2000.0000;
L;"8088";;2020-02-26;;11760.3430;A
M;"8088";;2020-02-26;;7243.7799;C
UNICA;"8301";;2004-05-18;2011-12-14;100.0000;
A;"8301";;2011-12-15;2020-02-06;100.0000;UNICA
C;"8301";;2011-12-15;2020-02-06;200.0000;
BCH;"8301";;2021-08-02;;100.0000;
L;"8301";;2020-02-07;;127.4193;A
M;"8301";;2020-02-07;;311.7695;C
B;"9859";APV;2022-03-02;;2000.0000;
BCH;"9859";;2020-06-15;;1000.0000;
BPLUS;"9859";APV;2020-08-31;;2000.0000;
L;"9859";;2021-07-22;;1000.0000;
M;"9859";;2020-09-08;;1000.0000;
A;"10227";;2022-05-05;2023-06-14;1000.0000;
APVDIGITAL;"10227";APV;;;1000.0000;
B;"10227";APV;;;1000.0000;
BCH;"10227";;2022-05-05;;1000.0000;
BPLUS;"10227";APV;;;1000.0000;
DIGITAL;"10227";;2023-06-15;;1000.0000;A
L;"10227";;;;1000.0000;
M;"10227";;;;1000.0000;
UNICA;"8023";;1982-06-21;2007-06-30;0.0000;
S;"8023";;2011-11-29;2014-11-19;1000.0000;
A;"8023";;2007-07-01;2020-02-05;21058.3476;UNICA
D;"8023";;2010-08-04;2020-02-05;1000.0000;
E;"8023";;2014-11-20;2020-02-05;1000.0000;
B;"8023";APV;2007-07-01;;21058.3476;UNICA
BCH;"8023";;2017-09-21;;1000.0000;
BPLUS;"8023";APV;2018-06-25;;2000.0000;
IT;"8023";;2021-01-15;;5000.0000;
L;"8023";;2020-02-06;;1619.6269;D
M;"8023";;2020-02-06;;42016.3962;A
V;"8023";;2015-12-29;;1000.0000;
A;"9294";;2016-12-30;2020-02-19;1000.0000;
C;"9294";;2017-07-13;2020-02-19;1000.0000;
E;"9294";;2016-03-16;2020-02-19;1000.0000;
B;"9294";APV;2017-05-26;;1000.0000;
BCH;"9294";;2017-09-20;;1000.0000;
BPLUS;"9294";;;;2000.0000;
L;"9294";;2020-02-20;;1036.4601;A
M;"9294";;2020-02-20;;1012.4549;C Y E
UNICA;"8534";;2008-07-03;2011-12-18;1000.0000;
S;"8534";;2011-12-19;2014-12-26;1000.0000;
A;"8534";;2011-12-19;2020-02-12;830.6895;UNICA
C;"8534";;2011-12-19;2020-02-12;1000.0000;
E;"8534";;2013-09-16;2020-02-12;1000.0000;
B;"8534";APV;2011-12-19;;2000.0000;
BCH;"8534";;2021-07-28;;1000.0000;
BPLUS;"8534";APV;2019-02-19;;2000.0000;
L;"8534";;2020-02-13;;1619.2951;A
M;"8534";;2020-02-13;;2190.4894;C
UNICA;"8078";;1995-06-22;2004-08-17;1000.0000;
S;"8078";;2011-12-15;2015-01-08;1000.0000;
A;"8078";;2004-08-18;2020-02-11;1000.0000;UNICA
C;"8078";;2004-09-22;2020-02-11;3000.0000;
E;"8078";;2013-09-16;2020-02-11;1000.0000;
B;"8078";APV;2004-08-18;;2000.0000;
BCH;"8078";;2017-09-28;;1000.0000;
BPLUS;"8078";APV;2019-02-13;;2000.0000;
L;"8078";;2020-02-12;;879.3737;A
M;"8078";;2020-02-12;;8026.7877;C
A;"9255";;2015-11-18;2020-02-11;1000.0000;
C;"9255";;2015-11-18;2020-02-11;1000.0000;
E;"9255";;2016-01-15;2020-02-11;1000.0000;
B;"9255";APV;2015-12-16;;1000.0000;
BCH;"9255";;2017-10-02;;1000.0000;
BPLUS;"9255";APV;2021-09-24;;2000.0000;
L;"9255";;2020-02-12;;1186.4895;A
M;"9255";;2020-02-12;;1270.3370;C
S;"8811";;2011-12-17;2014-12-26;1000.0000;
A;"8811";;2010-09-27;2020-02-12;1000.0000;
C;"8811";;2011-12-17;2020-02-12;3000.0000;
E;"8811";;2013-09-16;2020-02-12;1000.0000;
B;"8811";APV;2010-09-27;;2000.0000;
BCH;"8811";;2017-10-02;;1000.0000;
BPLUS;"8811";APV;2017-11-02;;2000.0000;
L;"8811";;2020-02-13;;903.9452;A
M;"8811";;2020-02-13;;4011.2528;C
UNICA;"8249";;2003-02-24;2017-03-03;100.0000;
A;"8249";;2017-03-04;2018-12-18;139.7503;UNICA
A1;"8249";;2018-12-19;2020-02-06;100.0000;
D;"8249";;2018-12-19;2020-02-06;100.0000;A
BCH;"8249";;2018-03-28;;138.0000;
L;"8249";;2020-02-07;;160.6431;D
M;"8249";;2020-02-07;;114.2667;A1
P;"8249";;2017-06-30;;138.0000;
UNICA;"8115";;1997-08-28;2017-11-21;1000.0000;
E;"8115";;2018-09-28;2020-02-18;1000.0000;
A;"8115";;2017-11-22;2020-04-02;2695.4742;UNICA
APVDIGITAL;"8115";APV;2021-07-14;;1000.0000;
B;"8115";APV;2018-09-28;;1000.0000;
BCH;"8115";;2022-03-23;;1000.0000;
BPLUS;"8115";APV;2019-07-05;;2000.0000;
DIGITAL;"8115";;2021-07-14;;1000.0000;
L;"8115";;2020-04-03;;2780.6087;A
M;"8115";;2020-04-09;;1000.0000;
APVDIGITAL;"10060";APV;2021-07-14;;1000.0000;
BCH;"10060";;2021-07-14;;1000.0000;
DIGITAL;"10060";;2021-07-14;;1000.0000;
S;"8555";;2011-12-19;2014-12-26;1000.0000;
E;"8555";;2013-09-16;2017-09-21;1000.0000;
C;"8555";;2007-12-09;2017-12-14;3000.0000;
A;"8555";;2007-12-09;2020-02-13;523.3005;C
B;"8555";APV;2007-12-09;2023-11-01;523.3005;
BCH;"8555";;;2023-11-01;1000.0000;
BPLUS;"8555";APV;2017-11-02;2023-11-01;2000.0000;
L;"8555";;2020-02-14;2023-11-01;633.8355;A
UNICA;"8377";;2005-06-04;2007-06-30;1000.0000;
A;"8377";;2007-07-01;2011-12-09;NaN;
B;"8377";APV;2007-07-01;2011-12-09;NaN;
B;"8377";APV;;2017-09-21;NaN;
UNICA;"8377";;2011-12-10;2017-09-21;100.0000;A
A;"8377";;2017-09-22;2017-10-10;NaN;
C;"8377";;2017-11-09;2017-12-13;1000.0000;
A1;"8377";;2017-10-11;2020-02-13;1001.3615;A Y C
B1;"8377";APV;2017-10-13;;2000.0000;
BCH;"8377";;2017-10-12;;1000.0000;
BPLUS;"8377";APV;2017-10-18;;2000.0000;
L;"8377";;2020-02-14;;1110.8590;A1
BCH;"10151";;;;1.0000;
L;"10151";;2021-11-08;;1.0000;
BCH;"10152";;;;1.0000;
L;"10152";;2021-11-08;;1.0000;
BCH;"10111";;;;1.0000;
L;"10111";;2021-08-02;;1.0000;
S;"9043";;2013-12-20;2014-10-23;1000.0000;
C;"9043";;2013-12-20;2017-12-14;1000.0000;
A;"9043";;2013-12-20;2020-02-13;1000.0000;C
B;"9043";APV;2013-12-20;;2000.0000;
BCH;"9043";;;;1000.0000;
BPLUS;"9043";APV;2017-11-06;;1000.0000;
L;"9043";;2020-02-14;;1757.3779;A
S;"9067";;2014-05-15;2014-10-23;1000.0000;
C;"9067";;2014-05-15;2017-12-13;1000.0000;
A;"9067";;2014-05-15;2020-02-13;1000.0000;C
B;"9067";APV;2014-05-15;2023-11-15;2000.0000;
BCH;"9067";;;2023-11-15;1000.0000;
BPLUS;"9067";APV;2017-10-05;2023-11-15;1000.0000;
L;"9067";;2020-02-14;2023-11-15;1337.1203;A
UNICA;"8448";APV;2006-09-05;2010-07-08;1000.0000;
"42COL";"8448";APV;2010-07-09;2011-12-16;1000.0000;
"42IND";"8448";APV;2010-07-09;2011-12-16;1130.3260;UNICA
BFCOL;"8448";APV;2010-07-09;2011-12-16;1000.0000;
BFIND;"8448";APV;2010-07-09;2011-12-16;1000.0000;
S;"8448";;2011-12-17;2014-10-23;1000.0000;
C;"8448";;2014-10-24;2017-12-14;1000.0000;
A;"8448";;2010-07-09;2020-02-13;1000.0000;C
B;"8448";APV;2011-12-17;;1101.6199;"42IND"
BCH;"8448";;;;1000.0000;
BPLUS;"8448";APV;2017-10-05;;2000.0000;
L;"8448";;2020-02-14;;1366.7909;A
B;"10519";APV;2023-10-04;;1000.0000;
BPLUS;"10519";APV;2023-11-03;;1000.0000;
L;"10519";;2023-10-02;;1000.0000;
B;"10520";APV;2023-10-06;;1000.0000;
BPLUS;"10520";APV;;;1000.0000;
L;"10520";;2023-10-02;;1000.0000;
UNICA;"8274";;2003-11-13;2007-06-30;21538.0221;
A;"8274";;2007-07-01;2020-02-18;24056.9945;UNICA
E;"8274";;2014-12-11;2020-02-18;1000.0000;
APVDIGITAL;"8274";APV;2021-07-14;;40000.0000;
B;"8274";APV;2007-07-01;;24056.9945;UNICA
BCH;"8274";;2018-12-13;;1000.0000;
BPLUS;"8274";APV;2020-05-28;;2000.0000;
DIGITAL;"8274";;2021-07-14;;40000.0000;
IT;"8274";;;;1000.0000;
L;"8274";;2020-02-19;;40444.4802;A
M;"8274";;2020-02-19;;1168.5036;E
P1;"8274";;2019-10-14;;39000.0000;
UNICA;"8357";;2005-02-15;2007-06-30;1000.0000;
S;"8357";;2011-11-26;2014-11-19;1000.0000;
A;"8357";;2007-07-01;2020-02-19;1250.5411;UNICA
D;"8357";;2009-12-16;2020-02-19;1000.0000;
E;"8357";;2014-11-20;2020-02-19;1000.0000;
B;"8357";APV;2007-07-01;;1250.5411;UNICA
BCH;"8357";;2017-10-02;;1000.0000;
BPLUS;"8357";APV;;;2000.0000;
IT;"8357";;2019-08-22;;5000.0000;
L;"8357";;2020-02-20;;1533.3565;D
M;"8357";;2020-02-20;;2298.4713;A Y E
APVDIGITAL;"10061";APV;2021-07-14;;1000.0000;
BCH;"10061";;2021-07-14;;1000.0000;
DIGITAL;"10061";;2021-07-14;;1000.0000;
A;"9489";;2019-03-07;2020-02-12;1000.0000;
C;"9489";;2019-03-07;2020-02-12;1000.0000;
E;"9489";;2019-03-07;2020-02-12;1000.0000;
ADC;"9489";;;2021-06-23;1000.0000;
M;"9489";;2020-02-13;2021-06-23;839.7299;C
P;"9489";;2018-01-19;2021-06-23;1000.0000;
B;"9489";APV;2017-10-24;;1000.0000;
BCH;"9489";;2017-08-17;;1000.0000;
BPLUS;"9489";APV;;;2000.0000;
L;"9489";;2020-02-13;;822.4951;A M P ADC
UNICA;"8028";;1986-11-17;2005-02-09;1000.0000;
F;"8028";;2007-11-15;2008-07-30;1000.0000;
A;"8028";;2005-02-10;2011-12-05;1000.0000;UNICA
APV;"8028";APV;2005-02-10;2011-12-05;1000.0000;
I;"8028";;2007-11-15;2011-12-05;1000.0000;
S;"8028";;2011-12-06;2014-11-19;1000.0000;
A;"8028";;2011-12-06;2020-02-19;1000.0000;I
D;"8028";;2011-12-06;2020-02-19;1000.0000;A
E;"8028";;2015-03-18;2020-02-19;1000.0000;
B;"8028";APV;2011-12-06;;1000.0000;APV
BCH;"8028";;2017-09-25;;1000.0000;
BPLUS;"8028";APV;2018-06-25;;2000.0000;
IT;"8028";;;;18000.0000;
L;"8028";;2020-02-20;;18066.3909;D
M;"8028";;2020-02-20;;1662.7846;A Y E
P1;"8028";;2019-02-14;;17200.0000;
S;"8380";;2011-12-19;2015-01-21;1000.0000;
A;"8380";;2005-09-13;2020-02-26;1000.0000;
ADC;"8380";;2017-12-26;;1000.0000;
B;"8380";APV;2005-09-13;;2000.0000;
BCH;"8380";;2021-08-16;;1000.0000;
BPLUS;"8380";APV;2023-07-11;;2000.0000;
L;"8380";;2020-02-27;;1281.9417;A
P1;"8380";;2018-10-05;;1000.0000;
P2;"8380";;2018-11-29;;1000.0000;
UNICA;"8300";;2004-05-17;2011-12-14;100.0000;
A;"8300";;2011-12-15;2020-02-06;82.9026;UNICA
C;"8300";;2011-12-15;2020-02-06;200.0000;
BCH;"8300";;2022-01-18;;100.0000;
L;"8300";;2020-02-07;;165.4482;A
M;"8300";;2020-02-07;;403.7684;C
UNICA;"8189";;2001-06-12;2005-02-09;1000.0000;
F;"8189";;2007-12-12;2008-07-30;1000.0000;
APV;"8189";APV;2005-02-10;2011-12-18;1000.0000;
I;"8189";;2007-12-12;2011-12-18;1000.0000;
S;"8189";;2011-12-19;2014-12-10;1000.0000;
A;"8189";;2005-02-10;2020-02-25;484.2503;UNICA
C;"8189";;2011-12-19;2020-02-25;1047.9864;I
E;"8189";;2013-09-16;2020-02-25;1000.0000;
B;"8189";APV;2011-12-19;;840.2975;APV
BCH;"8189";;;;1000.0000;
BPLUS;"8189";APV;;;2000.0000;
L;"8189";;2020-02-26;;1097.2674;A
M;"8189";;2020-02-26;;2978.4897;C
A;"10433";;2023-03-08;;1000.0000;
B;"10433";APV;2023-03-09;;1000.0000;
BCH;"10433";;2023-03-09;;1000.0000;
BPLUS;"10433";APV;2023-03-29;;1000.0000;
UNICA;"8127";;1998-12-05;2007-06-30;1059.0000;
A;"8127";;2007-07-01;2020-02-18;1626.8529;UNICA
E;"8127";;2014-12-11;2020-02-18;1000.0000;
B;"8127";APV;2007-07-01;;1626.8529;UNICA
BCH;"8127";;2021-11-11;;1000.0000;
BPLUS;"8127";APV;2020-03-20;;2000.0000;
L;"8127";;2020-02-19;;2756.6448;A
M;"8127";;2020-02-19;;1175.4115;E
P1;"8127";;2019-10-02;;2700.0000;
A;"8536";;2007-12-19;2012-08-05;1000.0000;
APV;"8536";APV;2007-12-19;;1000.0000;
BE;"8536";;2019-07-03;;1000.0000;
CLASI;"8536";;2012-08-06;;1000.0000;A
CRECI;"8536";;2012-08-06;;1000.0000;
I;"8536";;2012-08-06;;1000.0000;
PATRI;"8536";;2012-08-06;;1000.0000;
VIVIENDA;"8536";;2016-01-29;;1000.0000;
A;"9291";;2016-02-01;;1000.0000;
APV;"9291";APV;2016-06-10;;1000.0000;
B;"9291";;2016-06-09;;1000.0000;
BE;"9291";;2019-07-02;;1000.0000;
C;"9291";;2017-02-14;;1000.0000;
I;"9291";;2016-03-01;;1000.0000;
VIVIENDA;"9291";;2016-01-29;;1000.0000;
APV;"8744";APV;2009-11-20;;1000.0000;
BE;"8744";;2019-08-21;;1000.0000;
CLASI;"8744";;2009-11-20;;1000.0000;
CRECI;"8744";;2009-11-20;;1000.0000;
PATRI;"8744";;2009-11-20;;1000.0000;
VIVIENDA;"8744";;;;1000.0000;
A;"8807";;2010-08-19;;1000.0000;
APV;"8807";APV;2010-08-19;;1000.0000;
B;"8807";;2010-08-19;;1000.0000;
BE;"8807";;2019-07-02;;1000.0000;
C;"8807";;2010-08-19;;1000.0000;
F;"8807";;2018-03-02;;1000.0000;
I;"8807";;2013-08-02;;1000.0000;
VIVIENDA;"8807";;2016-01-29;;1000.0000;
APV;"8753";APV;2009-11-20;;1000.0000;
BE;"8753";;2019-08-21;;1000.0000;
CLASI;"8753";;2009-11-20;;1000.0000;
CRECI;"8753";;2009-11-20;;1000.0000;
PATRI;"8753";;2009-11-20;;1000.0000;
APV;"10360";APV;2023-01-26;;1000.0000;
BE;"10360";;2023-02-13;;1000.0000;
CLASI;"10360";;2022-11-03;;1000.0000;
I;"10360";;;;1000.0000;
IPA;"10360";;2022-11-28;;1000.0000;
PATRI;"10360";;2023-01-20;;1000.0000;
WEB;"10360";;2022-11-03;;1000.0000;
BE;"10502";;2023-09-12;;1000.0000;
CLASI;"10502";;;;1000.0000;
I;"10502";;;;1000.0000;
PATRI;"10502";;;;1000.0000;
WEB;"10502";;;;1000.0000;
A;"9104";;2014-12-15;;100.0000;
B;"9104";;2015-03-25;;100.0000;
BE;"9104";;2022-09-12;;100.0000;
C;"9104";;2015-02-19;;100.0000;
CB;"9104";;;;100.0000;
I;"9104";;2014-12-15;;100.0000;
BE;"10284";;;;1000.0000;
CLASI;"10284";;2022-06-09;;1000.0000;
BE;"10322";;;;1000.0000;
CLASI;"10322";;2022-08-10;;1000.0000;
BE;"10350";;2022-10-13;;1000.0000;
CLASI;"10350";;2022-10-11;;1000.0000;
BE;"10422";;2023-02-15;;1000.0000;
CLASICO;"10422";;2023-02-22;;1000.0000;
WEB;"10422";;2023-03-02;;1000.0000;
BE;"10451";;2023-04-10;;1000.0000;
CLASICO;"10451";;2023-04-17;;1000.0000;
WEB;"10451";;2023-04-17;;1000.0000;
BE;"10476";;2023-06-12;;1000.0000;
CLASICO;"10476";;2023-06-12;;1000.0000;
WEB;"10476";;2023-06-12;;1000.0000;
BE;"10500";;2023-07-27;;1000.0000;
CLASICO;"10500";;2023-08-01;;1000.0000;
WEB;"10500";;2023-08-03;;1000.0000;
BE;"10522";;2023-09-28;;1000.0000;
CLASICO;"10522";;2023-10-02;;1000.0000;
WEB;"10522";;2023-10-03;;1000.0000;
APV;"9765";APV;2023-01-06;;1000.0000;
CB;"9765";;;;1000.0000;
CLASICO;"9765";;2019-07-02;;1000.0000;
G;"9765";APV;;;1000.0000;
IPA;"9765";;2020-07-21;;1000.0000;
PATRIMONIA;"9765";;2019-10-18;;1000.0000;
WEB;"9765";;2023-04-03;;1000.0000;
APV;"9766";APV;2023-01-26;;1000.0000;
CB;"9766";;2023-10-25;;1000.0000;
CLASICO;"9766";;2019-07-01;;1000.0000;
G;"9766";APV;;;1000.0000;
IPA;"9766";;2020-07-21;;1000.0000;
PATRIMONIA;"9766";;2019-10-02;;1000.0000;
WEB;"9766";;2023-04-04;;1000.0000;
APV;"9768";APV;2023-01-26;;1000.0000;
CLASICO;"9768";;2019-07-02;;1000.0000;
IPA;"9768";;2019-07-02;;1000.0000;
PATRIMONIA;"9768";;2019-10-04;;1000.0000;
WEB;"9768";;;;1000.0000;
APV;"8844";APV;2011-02-14;;1000.0000;
BE;"8844";;;;1000.0000;
CLASI;"8844";;2011-02-14;;1000.0000;
CRECI;"8844";;2011-02-14;;1000.0000;
F;"8844";;;;1000.0000;
G;"8844";APV;2019-11-19;;1000.0000;
IPA;"8844";;2018-06-08;;1000.0000;
PATRI;"8844";;2011-02-14;;1000.0000;
VIVIENDA;"8844";;;;1000.0000;
APV;"8846";APV;2011-02-14;;1000.0000;
BE;"8846";;;;1000.0000;
CLASI;"8846";;2011-02-14;;1000.0000;
CRECI;"8846";;2011-02-14;;1000.0000;
F;"8846";;;;1000.0000;
G;"8846";APV;2019-11-19;;1000.0000;
IPA;"8846";;2018-07-06;;1000.0000;
PATRI;"8846";;2011-02-14;;1000.0000;
VIVIENDA;"8846";;2015-03-03;;1000.0000;
APV;"8845";APV;2011-02-14;;1000.0000;
BE;"8845";;;;1000.0000;
CLASI;"8845";;2011-02-14;;1000.0000;
CRECI;"8845";;2011-02-14;;1000.0000;
F;"8845";;;;1000.0000;
G;"8845";APV;2019-11-19;;1000.0000;
IPA;"8845";;2018-07-12;;1000.0000;
PATRI;"8845";;2011-02-14;;1000.0000;
A;"9074";;2014-08-11;;1000.0000;
APER;"9074";;2017-11-02;;1000.0000;
APV;"9074";APV;2014-08-11;;1000.0000;
B;"9074";;2014-08-11;;1000.0000;
BE;"9074";;2019-07-02;;1000.0000;
C;"9074";;2014-08-11;;1000.0000;
I;"9074";;2014-08-11;;1000.0000;
VIVIENDA;"9074";;2015-03-06;;1000.0000;
UNICA;"8064";;1993-06-22;2003-01-07;1000.0000;
DELTA;"8064";;2003-01-08;2011-12-23;2702.8787;
GAMMA;"8064";;2003-01-08;2011-12-23;2702.8787;
ALFA;"8064";;2003-01-08;2012-01-03;2703.0441;UNICA
BETA;"8064";APV;2003-01-08;2012-01-03;2702.8787;UNICA
A;"8064";;2017-12-27;;5100.0000;
ALPAT;"8064";;2012-01-04;;1000.0000;
APV;"8064";APV;2012-01-04;;4420.0226;BETA
BCI;"8064";;2015-06-09;;1000.0000;
BPRIV;"8064";;2012-01-04;;1000.0000;
CLASI;"8064";;2012-01-04;;3992.1680;ALFA
